Author,Year,Title,Journal,Volume,Issue,StartPage,Affiliation,Keywords,NumCitations,Fraudulent,Field,Rank,hIndex_Total,hIndex_Year,Degree_Total,Degree_Year,,
"Greenwald, A.G.",2002,"Implicit partisanship: Taking sides for no reason.|Math = male, me = female, therefore math ? me.",Journal of Personality and Social Psychology,83|83,2|1,367|44,University of Washington|University of Washington,"implicit liking, implicit identification, groups, implicit partisanship, taking sides|group membership, group identity, gender stereotypes, attitudes & identification, mathematics, social groups, college students",47|225,,|,|,4,2,7,4,,
"Pickrell, J.E.",2002,Implicit partisanship: Taking sides for no reason.,Journal of Personality and Social Psychology,83,2,367,University of Washington,"implicit liking, implicit identification, groups, implicit partisanship, taking sides",47,,,,1,1,2,2,,
"Bond Jr., C.F.",2002,The triangle of interpersonal models.,Journal of Personality and Social Psychology,83,2,355,Texas Christian University,"triangle of interpersonal models, TIM, social psychology, individual-group relationship",11,,,,1,1,1,1,,
"Kenny, D.A.",2002,The triangle of interpersonal models.|The statistical analysis of data from small groups.,Journal of Personality and Social Psychology,83|83,2|1,355|126,University of Connecticut|University of Connecticut,"triangle of interpersonal models, TIM, social psychology, individual-group relationship|statistical analysis, small group data, group members' scores, nonindependence, multilevel modeling",11|218,,|,|,3,2,6,5,,
"Campbell, W.K.",2002,Does self-love lead to love for others? A story of narcissistic game playing.,Journal of Personality and Social Psychology,83,2,340,University of Georgia,"self-love, narcissism, self-esteem, love styles, romantic relationships",124,,,,2,1,4,2,,
"Finkel, E.J.",2002,Does self-love lead to love for others? A story of narcissistic game playing.|Dealing with betrayal in close relationships: Does commitment promote forgiveness?.,Journal of Personality and Social Psychology,83|82,2|6,340|956,Carnegie Mellon University|Carnegie Mellon University,"self-love, narcissism, self-esteem, love styles, romantic relationships|betrayal, close relationships, commitment, forgiveness, interpersonalrelationships",124|254,,|,|,4,2,16,5,,
"Foster, C.A.",2002,Does self-love lead to love for others? A story of narcissistic game playing.,Journal of Personality and Social Psychology,83,2,340,United States Air Force Academy,"self-love, narcissism, self-esteem, love styles, romantic relationships",124,,,,1,1,2,2,,
"Batson, C.D.",2002,Moral hypocrisy: Addressing some alternatives.,Journal of Personality and Social Psychology,83,2,330,University of Kansas,"moral hypocrisy, social standards, moral action",53,,,,1,1,2,2,,
"Chen, H.",2002,Moral hypocrisy: Addressing some alternatives.,Journal of Personality and Social Psychology,83,2,330,University of Kansas,"moral hypocrisy, social standards, moral action",53,,,,1,1,2,2,,
"Thompson, E.R.",2002,Moral hypocrisy: Addressing some alternatives.,Journal of Personality and Social Psychology,83,2,330,University of Kansas,"moral hypocrisy, social standards, moral action",53,,,,1,1,2,2,,
"Ensari, N.",2002,"The out-group must not be so bad after all: The effects of disclosure, typicality, and salience on intergroup bias.",Journal of Personality and Social Psychology,83,2,313,University of Southern California,"out-group, intergroup bias, disclosure, typicality, salience, acceptance",82,,,,1,1,1,1,,
"Miller, N.",2002,"The out-group must not be so bad after all: The effects of disclosure, typicality, and salience on intergroup bias.|Attributional biases about the origins of attitudes: Externality, emotionality, and rationality.",Journal of Personality and Social Psychology,83|82,2|5,313|693,University of Southern California|University of Southern California,"out-group, intergroup bias, disclosure, typicality, salience, acceptance|attributional biases, externality, emotionality, rationality, personal vs in-group vs out-group attitudes, intergroup threat, social cognition",82|23,,|,|,6,2,10,2,,
"Epley, N.",2002,Empathy neglect: Reconciling the spotlight effect and the correspondence bias.,Journal of Personality and Social Psychology,83,2,300,Harvard University,"empathy neglect, spotlight effect, correspondence bias, inferences, judgment, actor's perspective",30,,,,3,1,7,2,,
"Gilovich, T.",2002,Empathy neglect: Reconciling the spotlight effect and the correspondence bias.,Journal of Personality and Social Psychology,83,2,300,Cornell University,"empathy neglect, spotlight effect, correspondence bias, inferences, judgment, actor's perspective",30,,,,3,1,10,2,,
"Savitsky, K.",2002,Empathy neglect: Reconciling the spotlight effect and the correspondence bias.,Journal of Personality and Social Psychology,83,2,300,Williams College,"empathy neglect, spotlight effect, correspondence bias, inferences, judgment, actor's perspective",30,,,,4,1,13,2,,
"Carlsmith, K.M.",2002,Why do we punish? deterrence and just deserts as motives for punishment.,Journal of Personality and Social Psychology,83,2,284,Princeton University,"punishment, deterrence, just deserts, motivation, prototypical wrongs, moral wrongs, offenders",217,,,,1,1,2,2,,
"Robinson, P.H.",2002,Why do we punish? deterrence and just deserts as motives for punishment.,Journal of Personality and Social Psychology,83,2,284,Northwestern University,"punishment, deterrence, just deserts, motivation, prototypical wrongs, moral wrongs, offenders",217,,,,1,1,2,2,,
"Gendolla, G.H.E.",2002,The joint effect of informational mood impact and performance-contingent consequences on effort-related cardiovascular response.,Journal of Personality and Social Psychology,83,2,271,University of Erlangen,"informational mood impact, performance-contingent consequences, effort-related cardiovascular response, task difficulty, motivation",58,,,,1,1,1,1,,
"Krusken, J.",2002,The joint effect of informational mood impact and performance-contingent consequences on effort-related cardiovascular response.,Journal of Personality and Social Psychology,83,2,271,University of Erlangen,"informational mood impact, performance-contingent consequences, effort-related cardiovascular response, task difficulty, motivation",58,,,,1,1,1,1,,
"Kasl, S.V.",2002,Longevity increased by positive self-perceptions of aging.,Journal of Personality and Social Psychology,83,2,261,Yale University,"positive self-perceptions, aging, longevity",253,,,,1,1,3,3,,
"Kunkel, S.R.",2002,Longevity increased by positive self-perceptions of aging.,Journal of Personality and Social Psychology,83,2,261,Miami University,"positive self-perceptions, aging, longevity",253,,,,1,1,3,3,,
"Levy, B.R.",2002,Longevity increased by positive self-perceptions of aging.,Journal of Personality and Social Psychology,83,2,261,Yale University,"positive self-perceptions, aging, longevity",253,,,,1,1,3,3,,
"Slade, M.D.",2002,Longevity increased by positive self-perceptions of aging.,Journal of Personality and Social Psychology,83,2,261,Yale University,"positive self-perceptions, aging, longevity",253,,,,1,1,3,3,,
"Ashton, M.C.",2002,What is the central feature of extraversion? Social attention versus reward sensitivity.,Journal of Personality and Social Psychology,83,1,245,Brock University,"extraversion, social attention, social interaction, reward sensitivity",108,,,,2,1,4,2,,
"Lee, K.",2002,What is the central feature of extraversion? Social attention versus reward sensitivity.,Journal of Personality and Social Psychology,83,1,245,University of Western Australia,"extraversion, social attention, social interaction, reward sensitivity",108,,,,1,1,2,2,,
"Paunonen, S.V.",2002,What is the central feature of extraversion? Social attention versus reward sensitivity.,Journal of Personality and Social Psychology,83,1,245,University of Western Ontario,"extraversion, social attention, social interaction, reward sensitivity",108,,,,2,1,4,2,,
"Chicoine, E.",2002,Attaining personal goals: Self-concordance plus implementation intentions equals success.,Journal of Personality and Social Psychology,83,1,231,McGill University,"personal goals, goal progress, self-concordance, implementation intentions,success, New Year's resolutions, well being",151,,,,1,1,3,3,,
"Koestner, R.",2002,Attaining personal goals: Self-concordance plus implementation intentions equals success.,Journal of Personality and Social Psychology,83,1,231,McGill University,"personal goals, goal progress, self-concordance, implementation intentions,success, New Year's resolutions, well being",151,,,,1,1,3,3,,
"Lekes, N.",2002,Attaining personal goals: Self-concordance plus implementation intentions equals success.,Journal of Personality and Social Psychology,83,1,231,McGill University,"personal goals, goal progress, self-concordance, implementation intentions,success, New Year's resolutions, well being",151,,,,1,1,3,3,,
"Powers, T.A.",2002,Attaining personal goals: Self-concordance plus implementation intentions equals success.,Journal of Personality and Social Psychology,83,1,231,University of Massachusetts,"personal goals, goal progress, self-concordance, implementation intentions,success, New Year's resolutions, well being",151,,,,1,1,3,3,,
"Lovejoy, M.C.",2002,Information processing in everyday life: Emotion-congruent bias in mothers' reports of parent-child interactions.,Journal of Personality and Social Psychology,83,1,216,Northern Illinois University,"information processing, emotion-congruent bias, mothers' reports, parentchild interactions, emotions, trait affect",15,,,,1,1,1,1,,
"Weis, R.",2002,Information processing in everyday life: Emotion-congruent bias in mothers' reports of parent-child interactions.,Journal of Personality and Social Psychology,83,1,216,Northern Illinois University,"information processing, emotion-congruent bias, mothers' reports, parentchild interactions, emotions, trait affect",15,,,,1,1,1,1,,
